effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
113-E01,113,The Alchemist,CREATURE,Uncommon,Humanoid,,,FALSE,DURING_YOUR_TURN_ACTIVATED,TEXT,"{""type"": ""TEXT"", ""text"": ""Roll 1 die""}",1,Random Effect,ROLL_DAMAGE_TABLE,rollDamageTable,This creature or opponent creature,D6: 1-2 heal self 5; 3-4 deal 10 to opponent; 5-6 deal 5 to self,[],"{""target"": ""This creature or opponent creature"", ""valueText"": ""D6: 1-2 heal self 5; 3-4 deal 10 to opponent; 5-6 deal 5 to self"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2], ""actions"": [{""heal"": ""THIS_CREATURE"", ""amount"": 5}]}, {""results"": [3, 4], ""actions"": [{""damage"": ""OPPONENT_CREATURE"", ""amount"": 10}]}, {""results"": [5, 6], ""actions"": [{""damage"": ""THIS_CARD"", ""amount"": 5}]}]}",EFFECT_DAMAGE,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"During your turn, roll 1 die. If the result is: 1-2: Heal this creature 5 HP. 3-4: Inflict 10 damage to opponent's creature. 5-6: Inflict 5 damage to this card.","{""id"": ""113-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Random Effect"", ""actionText"": ""Resolve Alchemist D6 table"", ""target"": ""This creature or opponent creature"", ""value"": ""D6: 1-2 heal self 5; 3-4 deal 10 to opponent; 5-6 deal 5 to self"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""This creature or opponent creature"", ""valueText"": ""D6: 1-2 heal self 5; 3-4 deal 10 to opponent; 5-6 deal 5 to self"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2], ""actions"": [{""heal"": ""THIS_CREATURE"", ""amount"": 5}]}, {""results"": [3, 4], ""actions"": [{""damage"": ""OPPONENT_CREATURE"", ""amount"": 10}]}, {""results"": [5, 6], ""actions"": [{""damage"": ""THIS_CARD"", ""amount"": 5}]}]}, ""notes"": """", ""needsReview"": false}"
114-E01,114,Forgotten One,CREATURE,Legendary,Cosmic,,,FALSE,WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""This card's SPD is over 12""}",1,Scaling Modifier,APPLY_DYNAMIC_STAT_MODIFIER,applyDynamicStatModifier,This creature,Modifier +1 for each point of SPD over 12,"[{""stat"": ""MODIFIER"", ""operation"": ""ADD_FORMULA"", ""formula"": ""max(0, CURRENT_SPD - 12)""}]","{""target"": ""This creature"", ""valueText"": ""Modifier +1 for each point of SPD over 12"", ""statChanges"": [{""stat"": ""MODIFIER"", ""operation"": ""ADD_FORMULA"", ""formula"": ""max(0, CURRENT_SPD - 12)""}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card's SPD is over 12""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While on field,,,FALSE,FALSE,FALSE,FALSE,,Add +1 to this creature's Modifier for each point in this card's SPD stat over 12.,"{""id"": ""114-E01"", ""trigger"": ""WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card's SPD is over 12""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale Modifier from SPD over 12"", ""target"": ""This creature"", ""value"": ""Modifier +1 for each point of SPD over 12"", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""This creature"", ""valueText"": ""Modifier +1 for each point of SPD over 12"", ""statChanges"": [{""stat"": ""MODIFIER"", ""operation"": ""ADD_FORMULA"", ""formula"": ""max(0, CURRENT_SPD - 12)""}], ""condition"": {""type"": ""TEXT"", ""text"": ""This card's SPD is over 12""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
115-E01,115,Magic Artillery,MAGIC,Uncommon,,INFINITE,FIELD,FALSE,AT_BEGINNING_OF_YOUR_TURN,TEXT,"{""type"": ""TEXT"", ""text"": ""At beginning of your turn, you may roll 1 die""}",1,Random Field Effect,ROLL_DAMAGE_TABLE,rollDamageTable,Opponent or this card,D6: 6 opponent discards 1 Magic; 2-5 nothing; 1 destroy this card,[],"{""target"": ""Opponent or this card"", ""valueText"": ""D6: 6 opponent discards 1 Magic; 2-5 nothing; 1 destroy this card"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""At beginning of your turn, you may roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""optional"": true, ""table"": [{""results"": [6], ""actions"": [{""discardFrom"": ""OPPONENT_HAND"", ""match"": {""cardKind"": ""MAGIC""}, ""count"": 1}]}, {""results"": [2, 3, 4, 5], ""actions"": [""NO_EFFECT""]}, {""results"": [1], ""actions"": [""DESTROY_THIS_CARD""]}]}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"At the beginning of your turn, you may roll 1 die. If the result is: 6: Opponent must discard 1 Magic card. 2-5: Nothing happens. 1: Destroy this card.","{""id"": ""115-E01"", ""trigger"": ""AT_BEGINNING_OF_YOUR_TURN"", ""condition"": {""type"": ""TEXT"", ""text"": ""At beginning of your turn, you may roll 1 die""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Random Field Effect"", ""actionText"": ""Resolve Magic Artillery D6 table"", ""target"": ""Opponent or this card"", ""value"": ""D6: 6 opponent discards 1 Magic; 2-5 nothing; 1 destroy this card"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""Opponent or this card"", ""valueText"": ""D6: 6 opponent discards 1 Magic; 2-5 nothing; 1 destroy this card"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""At beginning of your turn, you may roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""optional"": true, ""table"": [{""results"": [6], ""actions"": [{""discardFrom"": ""OPPONENT_HAND"", ""match"": {""cardKind"": ""MAGIC""}, ""count"": 1}]}, {""results"": [2, 3, 4, 5], ""actions"": [""NO_EFFECT""]}, {""results"": [1], ""actions"": [""DESTROY_THIS_CARD""]}]}, ""notes"": """", ""needsReview"": false}"
116-E01,116,Ring of Extremes,MAGIC,Uncommon,,INFINITE,EQUIP,TRUE,DURING_HIT_ROLL,TEXT,"{""type"": ""TEXT"", ""text"": ""Equipped creature rolls to hit""}",1,Hit Outcome Override,APPLY_HIT_OUTCOME_OVERRIDE,applyHitOutcomeOverride,Equipped creature hit roll,Ignore Hit Modifier and target AL; use custom outcome table,[],"{""target"": ""Equipped creature hit roll"", ""valueText"": ""Ignore Hit Modifier and target AL; use custom outcome table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature rolls to hit""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""ignoreHitModifier"": true, ""ignoreTargetAL"": true, ""outcomes"": [{""range"": [1, 8], ""result"": ""CRITICAL_FAIL""}, {""range"": [9, 12], ""result"": ""CRITICAL_HIT""}, {""range"": [13, null], ""result"": ""NORMAL_HIT""}]}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,,"When the equipped creature rolls to hit, ignore its Hit Modifier and the target's AL. Use the following outcomes instead: 1-8: Critical Fail. 9-12: Critical Hit. 13+: Normal Hit.","{""id"": ""116-E01"", ""trigger"": ""DURING_HIT_ROLL"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature rolls to hit""}, ""actionType"": ""APPLY_HIT_OUTCOME_OVERRIDE"", ""effectGroup"": ""Hit Outcome Override"", ""actionText"": ""Resolve hit by custom outcome table"", ""target"": ""Equipped creature hit roll"", ""value"": ""Ignore Hit Modifier and target AL; use custom outcome table"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyHitOutcomeOverride"", ""params"": {""target"": ""Equipped creature hit roll"", ""valueText"": ""Ignore Hit Modifier and target AL; use custom outcome table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature rolls to hit""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""ignoreHitModifier"": true, ""ignoreTargetAL"": true, ""outcomes"": [{""range"": [1, 8], ""result"": ""CRITICAL_FAIL""}, {""range"": [9, 12], ""result"": ""CRITICAL_HIT""}, {""range"": [13, null], ""result"": ""NORMAL_HIT""}]}, ""notes"": """", ""needsReview"": false}"
117-E01,117,Frenzy,MAGIC,Common,,INFINITE,FIELD,FALSE,WHILE_FIELD_ACTIVE,TEXT,"{""type"": ""TEXT"", ""text"": ""Player has a turn""}",1,Battle Requirement,APPLY_BATTLE_REQUIREMENT,applyBattleRequirement,All players,Must declare battle during their turn,[],"{""target"": ""All players"", ""valueText"": ""Must declare battle during their turn"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Player has a turn""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""mustDeclareBattle"": true}",,WHILE_ON_FIELD,,,While field effect is active,,,FALSE,FALSE,FALSE,FALSE,,"All players must declare battle during their turn. If any player's creature is unable to battle due to another card effect, this card is destroyed.","{""id"": ""117-E01"", ""trigger"": ""WHILE_FIELD_ACTIVE"", ""condition"": {""type"": ""TEXT"", ""text"": ""Player has a turn""}, ""actionType"": ""APPLY_BATTLE_REQUIREMENT"", ""effectGroup"": ""Battle Requirement"", ""actionText"": ""Require battle declaration"", ""target"": ""All players"", ""value"": ""Must declare battle during their turn"", ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyBattleRequirement"", ""params"": {""target"": ""All players"", ""valueText"": ""Must declare battle during their turn"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Player has a turn""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""mustDeclareBattle"": true}, ""notes"": """", ""needsReview"": false}"
117-E02,117,Frenzy,MAGIC,Common,,INFINITE,FIELD,FALSE,WHEN_PLAYER_CANNOT_BATTLE,TEXT,"{""type"": ""TEXT"", ""text"": ""Any player's creature is unable to battle due to another card effect""}",2,Destroy,DESTROY_SELF,destroySelf,This card,Destroyed if a creature cannot battle due to another card effect,[],"{""target"": ""This card"", ""valueText"": ""Destroyed if a creature cannot battle due to another card effect"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Any player's creature is unable to battle due to another card effect""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,"All players must declare battle during their turn. If any player's creature is unable to battle due to another card effect, this card is destroyed.","{""id"": ""117-E02"", ""trigger"": ""WHEN_PLAYER_CANNOT_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""Any player's creature is unable to battle due to another card effect""}, ""actionType"": ""DESTROY_SELF"", ""effectGroup"": ""Destroy"", ""actionText"": ""Destroy this card"", ""target"": ""This card"", ""value"": ""Destroyed if a creature cannot battle due to another card effect"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""destroySelf"", ""params"": {""target"": ""This card"", ""valueText"": ""Destroyed if a creature cannot battle due to another card effect"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Any player's creature is unable to battle due to another card effect""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
118-E01,118,Magic Shield,MAGIC,Rare,,LIGHTNING,EQUIP,TRUE,WHEN_EQUIPPED_CREATURE_TARGETED_BY_MAGIC,TEXT,"{""type"": ""TEXT"", ""text"": ""Magic card targets the equipped creature""}",1,Magic Shield,ADD_NEXT_MAGIC_SHIELD,addNextMagicShield,Next magic card targeting equipped creature,"Negate effect, send magic and this card to cemetery",[],"{""target"": ""Next magic card targeting equipped creature"", ""valueText"": ""Negate effect, send magic and this card to cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card targets the equipped creature""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""uses"": 1, ""onUse"": [""SEND_NEGATED_MAGIC_TO_CEMETERY"", ""SEND_THIS_CARD_TO_CEMETERY""]}",,UNTIL_CONSUMED,,,Until used,,,TRUE,TRUE,TRUE,FALSE,,"Negate the effect of the next magic card that targets the equipped creature. Once used, send the negated magic card and this card to the cemetery.","{""id"": ""118-E01"", ""trigger"": ""WHEN_EQUIPPED_CREATURE_TARGETED_BY_MAGIC"", ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card targets the equipped creature""}, ""actionType"": ""ADD_NEXT_MAGIC_SHIELD"", ""effectGroup"": ""Magic Shield"", ""actionText"": ""Negate next targeting magic card and send both cards to cemetery"", ""target"": ""Next magic card targeting equipped creature"", ""value"": ""Negate effect, send magic and this card to cemetery"", ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""reusableFunction"": ""addNextMagicShield"", ""params"": {""target"": ""Next magic card targeting equipped creature"", ""valueText"": ""Negate effect, send magic and this card to cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card targets the equipped creature""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""uses"": 1, ""onUse"": [""SEND_NEGATED_MAGIC_TO_CEMETERY"", ""SEND_THIS_CARD_TO_CEMETERY""]}, ""notes"": """", ""needsReview"": false}"
119-E01,119,Foggy Night,MAGIC,Common,,STANDARD,FIELD,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""Foggy Night resolves""}",1,Play Restriction,APPLY_PLAY_RESTRICTION,applyGlobalPlayRestriction,All players,Only creatures and equip cards can be played,[],"{""target"": ""All players"", ""valueText"": ""Only creatures and equip cards can be played"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Foggy Night resolves""}, ""duration"": {""text"": ""3 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 3, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""allowed"": [""CREATURE"", ""MAGIC_EQUIP""], ""durationTurnCycles"": 3}",,TURN_CYCLES,3,TURN_CYCLE,3 turn cycles,,,FALSE,FALSE,FALSE,FALSE,Turn cycle is one full round back to the same player.,"For 3 turn cycles, only creatures and equip cards can be played.","{""id"": ""119-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Foggy Night resolves""}, ""actionType"": ""APPLY_PLAY_RESTRICTION"", ""effectGroup"": ""Play Restriction"", ""actionText"": ""Restrict playable cards to creatures and equip cards"", ""target"": ""All players"", ""value"": ""Only creatures and equip cards can be played"", ""duration"": {""text"": ""3 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 3, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""applyGlobalPlayRestriction"", ""params"": {""target"": ""All players"", ""valueText"": ""Only creatures and equip cards can be played"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Foggy Night resolves""}, ""duration"": {""text"": ""3 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 3, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""allowed"": [""CREATURE"", ""MAGIC_EQUIP""], ""durationTurnCycles"": 3}, ""notes"": ""Turn cycle is one full round back to the same player."", ""needsReview"": false}"
120-E01,120,Apocalypse,MAGIC,Legendary,,INFINITE,FIELD,FALSE,EACH_TURN,TEXT,"{""type"": ""TEXT"", ""text"": ""All players roll 1 die each turn""}",1,Apocalypse Roll,ROLL_DAMAGE_TABLE,rollDamageTable,All primary creatures,"If all players' D6 results match, all primary creatures receive 100 damage and this card goes to cemetery",[],"{""target"": ""All primary creatures"", ""valueText"": ""If all players' D6 results match, all primary creatures receive 100 damage and this card goes to cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""All players roll 1 die each turn""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""allPlayersRoll"": true, ""ifAllMatch"": [{""damageTo"": ""ALL_PRIMARY_CREATURES"", ""amount"": 100}, {""sendThisCardTo"": ""CEMETERY""}]}",EFFECT_DAMAGE,WHILE_ON_FIELD,,,While field effect is active,,,FALSE,FALSE,FALSE,FALSE,,"All players must roll 1 die each turn. If the result of all dice match, all primary creatures receive 100 damage. If this effect occurs, send this card to the cemetery.","{""id"": ""120-E01"", ""trigger"": ""EACH_TURN"", ""condition"": {""type"": ""TEXT"", ""text"": ""All players roll 1 die each turn""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Apocalypse Roll"", ""actionText"": ""Compare all player dice and resolve matching result"", ""target"": ""All primary creatures"", ""value"": ""If all players' D6 results match, all primary creatures receive 100 damage and this card goes to cemetery"", ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""All primary creatures"", ""valueText"": ""If all players' D6 results match, all primary creatures receive 100 damage and this card goes to cemetery"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""All players roll 1 die each turn""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""allPlayersRoll"": true, ""ifAllMatch"": [{""damageTo"": ""ALL_PRIMARY_CREATURES"", ""amount"": 100}, {""sendThisCardTo"": ""CEMETERY""}]}, ""notes"": """", ""needsReview"": false}"
121-E01,121,Cure Minor Wounds,MAGIC,Common,,LIGHTNING,NONE,FALSE,DURING_BATTLE_FROM_HAND,TEXT,"{""type"": ""TEXT"", ""text"": ""During battle""}",1,Healing,HEAL_BY_ROLL,healByRoll,A creature,Roll 2 dice and heal result,[],"{""target"": ""A creature"", ""valueText"": ""Roll 2 dice and heal result"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""During battle""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dice"": 2, ""dieSize"": 6, ""healAmount"": ""ROLL_TOTAL""}",,INSTANT,,,Instant,,,TRUE,FALSE,FALSE,FALSE,,"During battle, play this card from your hand. Roll 2 dice and heal a creature the result of the dice.","{""id"": ""121-E01"", ""trigger"": ""DURING_BATTLE_FROM_HAND"", ""condition"": {""type"": ""TEXT"", ""text"": ""During battle""}, ""actionType"": ""HEAL_BY_ROLL"", ""effectGroup"": ""Healing"", ""actionText"": ""Play from hand, roll 2 dice, heal a creature by total"", ""target"": ""A creature"", ""value"": ""Roll 2 dice and heal result"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""healByRoll"", ""params"": {""target"": ""A creature"", ""valueText"": ""Roll 2 dice and heal result"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""During battle""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dice"": 2, ""dieSize"": 6, ""healAmount"": ""ROLL_TOTAL""}, ""notes"": """", ""needsReview"": false}"
122-E01,122,Ignite,MAGIC,Uncommon,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""Roll 1 die""}",1,Direct Damage,ROLL_DAMAGE_TABLE,rollDamageTable,Target creature,Roll damage table,[],"{""target"": ""Target creature"", ""valueText"": ""Roll damage table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2, 3, 4, 5], ""damage"": 10}, {""results"": [6], ""damage"": 20}]}",EFFECT_DAMAGE,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,Damage table uses a D6 result.,Roll 1 die to inflict damage on a creature. If the result is: 1-5: 10 damage. 6: 20 damage.,"{""id"": ""122-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Direct Damage"", ""actionText"": ""Roll die and deal table damage"", ""target"": ""Target creature"", ""value"": ""Roll damage table"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""Target creature"", ""valueText"": ""Roll damage table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2, 3, 4, 5], ""damage"": 10}, {""results"": [6], ""damage"": 20}]}, ""notes"": ""Damage table uses a D6 result."", ""needsReview"": false}"
