Generation,Edition,Card Number,Card Name,Card Type,Rarity,Creature Type,Magic Type,Is Equip,Armor Level,Speed,Health Points,Attack Name,Attack Dice,Modifier,Extended Effect Description,Flavor Text,Image File Name,Notes,Magic Type Normalized,Magic Subtype,Effect Count,Effect Types,Needs Manual Review,Card Definition JSON
2,2nd Edition,011,Raccoon Knight,Creature,Legendary,Beast,,FALSE,12,12,30,Scratch,4,+4,This creature does not require a sacrifice to summon.,"One night while scavenging, an Iron Range raccoon found a piece of cheese stuck to the handle of a sword in stone. He pulled it free, and from that moment on, the Raccoon Knight was born.",,Summon Requirement.,,,1,APPLY_SUMMON_REQUIREMENT_OVERRIDE,FALSE,"{""cardNumber"": ""011"", ""cardName"": ""Raccoon Knight"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Legendary"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 12, ""SPD"": 12, ""HP"": 30, ""attackName"": ""Scratch"", ""attackDice"": 4, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature does not require a sacrifice to summon."", ""effects"": [{""id"": ""011-E01"", ""trigger"": ""SUMMON_REQUIREMENT"", ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This creature would be summoned""}, ""actionType"": ""APPLY_SUMMON_REQUIREMENT_OVERRIDE"", ""effectGroup"": ""Summon Requirement"", ""actionText"": ""Override sacrifice requirement"", ""target"": ""This creature"", ""value"": ""No sacrifice required"", ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""reusableFunction"": ""applySummonRequirementOverride"", ""params"": {""target"": ""This creature"", ""valueText"": ""No sacrifice required"", ""statChanges"": [], ""condition"": {""type"": ""ON_SUMMON_CONDITION"", ""text"": ""This creature would be summoned""}, ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""requiredSacrifices"": 0}, ""notes"": ""Raccoon Knight ignores normal AL sacrifice requirement."", ""needsReview"": false}], ""notes"": ""Summon Requirement.""}"
2,2nd Edition,012,Bull Power,Magic,Uncommon,,Infinite,TRUE,,,,Bull Power,,,Atk: +2. Hit: +2. SPD: +2. AL: +2.,"TORO, QUE BESTIA SALVAJE",,,INFINITE,EQUIP,1,APPLY_STAT_MODIFIER,FALSE,"{""cardNumber"": ""012"", ""cardName"": ""Bull Power"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Uncommon"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Bull Power"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Atk: +2. Hit: +2. SPD: +2. AL: +2."", ""effects"": [{""id"": ""012-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifiers"", ""target"": ""Equipped creature"", ""value"": ""ATK_BONUS ADD 2; HIT_BONUS ADD 2; SPD ADD 2; AL ADD 2"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""ATK_BONUS ADD 2; HIT_BONUS ADD 2; SPD ADD 2; AL ADD 2"", ""statChanges"": [{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}], ""condition"": {""type"": ""EQUIPPED_TO_CREATURE"", ""text"": ""Equipped to creature""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Basic stat/dice modifier."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,013,Bunnysaurus,Creature,Uncommon,Dino,,FALSE,5,6,40,Hop Strike,1,+3,"While on the field, negate an attack against this card, or negate a magic card when it is played. This effect can only be used once while this card is on the field.",The Bunnysaurus is one of the lesser-known dinosaurs of Ward. Its exceptionally large ears can alert them of danger from miles away.,,,,,2,ADD_ONCE_PER_FIELD_SHIELD,FALSE,"{""cardNumber"": ""013"", ""cardName"": ""Bunnysaurus"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Uncommon"", ""creatureType"": ""Dino"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 5, ""SPD"": 6, ""HP"": 40, ""attackName"": ""Hop Strike"", ""attackDice"": 1, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": ""While on the field, negate an attack against this card, or negate a magic card when it is played. This effect can only be used once while this card is on the field."", ""effects"": [{""id"": ""013-E01"", ""trigger"": ""ON_ATTACK_TARGETS_THIS_CARD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""actionType"": ""ADD_ONCE_PER_FIELD_SHIELD"", ""effectGroup"": ""Once Per Field Negation"", ""actionText"": ""Negate attack against this card"", ""target"": ""This card"", ""value"": ""Negate 1 attack against this card"", ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""reusableFunction"": ""addOncePerFieldShield"", ""params"": {""target"": ""This card"", ""valueText"": ""Negate 1 attack against this card"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""sharedUseKey"": ""BUNNYSAURUS_ONCE_PER_FIELD""}, ""notes"": ""Shares the same once-per-field use counter with the magic negation option."", ""needsReview"": false}, {""id"": ""013-E02"", ""trigger"": ""ON_MAGIC_CARD_PLAYED"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""actionType"": ""ADD_ONCE_PER_FIELD_SHIELD"", ""effectGroup"": ""Once Per Field Negation"", ""actionText"": ""Negate magic card when played"", ""target"": ""Magic card being played"", ""value"": ""Negate 1 magic card when played"", ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""reusableFunction"": ""addOncePerFieldShield"", ""params"": {""target"": ""Magic card being played"", ""valueText"": ""Negate 1 magic card when played"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is on the field and has not used its once-per-field effect""}, ""duration"": {""text"": ""Until used"", ""type"": ""UNTIL_CONSUMED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""sharedUseKey"": ""BUNNYSAURUS_ONCE_PER_FIELD""}, ""notes"": ""Shares the same once-per-field use counter with the attack negation option."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,014,Double Hit,Magic,Common,,Single Use,TRUE,,,,Double Hit,,,Equipped creature can initiate battle twice during their turn. Your opponent can only return attack for 1 of these battles.,DOES ANYTHING FOR MONEY,,,STANDARD,EQUIP,2,APPLY_BATTLE_REQUIREMENT,FALSE,"{""cardNumber"": ""014"", ""cardName"": ""Double Hit"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Double Hit"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Equipped creature can initiate battle twice during their turn. Your opponent can only return attack for 1 of these battles."", ""effects"": [{""id"": ""014-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is able to battle""}, ""actionType"": ""APPLY_BATTLE_REQUIREMENT"", ""effectGroup"": ""Battle Permission"", ""actionText"": ""Allow second initiated battle"", ""target"": ""Equipped creature"", ""value"": ""May initiate battle twice during controller's turn"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyBattleRequirement"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""May initiate battle twice during controller's turn"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature is able to battle""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""extraInitiatedBattles"": 1}, ""notes"": ""Opponent may only return attack during one of the two battles."", ""needsReview"": false}, {""id"": ""014-E02"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature initiated two battles using Double Hit""}, ""actionType"": ""APPLY_BATTLE_REQUIREMENT"", ""effectGroup"": ""Return Attack Restriction"", ""actionText"": ""Limit return attacks"", ""target"": ""Opponent creature"", ""value"": ""Can return attack for only 1 of those battles"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyBattleRequirement"", ""params"": {""target"": ""Opponent creature"", ""valueText"": ""Can return attack for only 1 of those battles"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equipped creature initiated two battles using Double Hit""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""maxReturnAttacksAgainstThisEffect"": 1}, ""notes"": ""Track whether opponent returned attack for one Double Hit battle."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,015,Bear Wolf,Creature,Rare,Beast,,FALSE,6,9,50,Quick Maul,2,+4,This creature always attacks first during battle.,"These creatures are as fast as they are strong. Bear Wolves are often mistaken for werebear by the common folk. However, these creatures share no love for their lycanthrope cousins.",,,,,1,APPLY_ATTACK_PRIORITY_OVERRIDE,FALSE,"{""cardNumber"": ""015"", ""cardName"": ""Bear Wolf"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 6, ""SPD"": 9, ""HP"": 50, ""attackName"": ""Quick Maul"", ""attackDice"": 2, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature always attacks first during battle."", ""effects"": [{""id"": ""015-E01"", ""trigger"": ""DURING_BATTLE_PRIORITY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Battle involving this creature""}, ""actionType"": ""APPLY_ATTACK_PRIORITY_OVERRIDE"", ""effectGroup"": ""Attack Priority"", ""actionText"": ""Force this creature to attack first"", ""target"": ""This creature"", ""value"": ""Always attacks first"", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyAttackPriorityOverride"", ""params"": {""target"": ""This creature"", ""valueText"": ""Always attacks first"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Battle involving this creature""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Overrides SPD comparison unless another card effect explicitly changes priority."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,016,Natural Selection,Magic,Common,,Infinite,FALSE,,,,Natural Selection,,,Only affects non-effect creatures of AL 5 or less. Atk: +7. Hit: +7.,NATURAL ENEMIES,,Field card.,INFINITE,FIELD,1,APPLY_STAT_MODIFIER,FALSE,"{""cardNumber"": ""016"", ""cardName"": ""Natural Selection"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""FIELD"", ""isEquip"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Natural Selection"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Only affects non-effect creatures of AL 5 or less. Atk: +7. Hit: +7."", ""effects"": [{""id"": ""016-E01"", ""trigger"": ""WHILE_FIELD_ACTIVE"", ""condition"": {""type"": ""TEXT"", ""text"": ""Creature has no card effect and AL <= 5""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifiers"", ""target"": ""Non-effect creatures with base/current AL 5 or less"", ""value"": ""ATK_BONUS ADD 7; HIT_BONUS ADD 7"", ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Non-effect creatures with base/current AL 5 or less"", ""valueText"": ""ATK_BONUS ADD 7; HIT_BONUS ADD 7"", ""statChanges"": [{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 7}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 7}], ""condition"": {""type"": ""TEXT"", ""text"": ""Creature has no card effect and AL <= 5""}, ""duration"": {""text"": ""While field effect is active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Field aura only applies to non-effect creatures of AL 5 or less."", ""needsReview"": false}], ""notes"": ""Field card.""}"
2,2nd Edition,017,Squirrel,Creature,Common,Beast,,FALSE,3,12,20,Chew,1,+0,,"These small creatures are incredibly agile. Dogs and other canines will spend hours of their lives at the base of a tree waiting for them to come down, but they never will.",,No effect text shown on card.,,,0,,FALSE,"{""cardNumber"": ""017"", ""cardName"": ""Squirrel"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 3, ""SPD"": 12, ""HP"": 20, ""attackName"": ""Chew"", ""attackDice"": 1, ""modifier"": 0, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card.""}"
2,2nd Edition,018,Life Sap,Magic,Epic,,Infinite,TRUE,,,,Life Sap,,,"Equip this card to your opponent's creature. Whenever your opponent draws a card, inflict 5 damage to the equipped creature and heal your creature 5 HP.",HOW YOU FEEL AT WORK,,,INFINITE,EQUIP,2,DEAL_DAMAGE_ON_DRAW; HEAL_CREATURE,FALSE,"{""cardNumber"": ""018"", ""cardName"": ""Life Sap"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": ""Life Sap"", ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Equip this card to your opponent's creature. Whenever your opponent draws a card, inflict 5 damage to the equipped creature and heal your creature 5 HP."", ""effects"": [{""id"": ""018-E01"", ""trigger"": ""ON_OPPONENT_DRAW_CARD"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent draws a card""}, ""actionType"": ""DEAL_DAMAGE_ON_DRAW"", ""effectGroup"": ""Triggered Damage"", ""actionText"": ""Deal 5 damage to equipped creature"", ""target"": ""Equipped creature"", ""value"": ""5 damage"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""dealDamageOnDraw"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""5 damage"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent draws a card""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 5}, ""notes"": """", ""needsReview"": false}, {""id"": ""018-E02"", ""trigger"": ""ON_OPPONENT_DRAW_CARD"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent draws a card""}, ""actionType"": ""HEAL_CREATURE"", ""effectGroup"": ""Healing"", ""actionText"": ""Heal your creature"", ""target"": ""Your creature"", ""value"": ""Heal 5 HP"", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""healFlat"", ""params"": {""target"": ""Your creature"", ""valueText"": ""Heal 5 HP"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent draws a card""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""amount"": 5}, ""notes"": ""Healing cannot exceed base HP."", ""needsReview"": false}], ""notes"": """"}"
2,2nd Edition,019,Sharkling,Creature,Common,Beast,,FALSE,1,7,30,Shark Bite,2,+2,,Sharklings spend their days hunting small fish in the shallow reefs. They can still be very dangerous to unsuspecting swimmers.,,No effect text shown on card.,,,0,,FALSE,"{""cardNumber"": ""019"", ""cardName"": ""Sharkling"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 1, ""SPD"": 7, ""HP"": 30, ""attackName"": ""Shark Bite"", ""attackDice"": 2, ""modifier"": 2, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": ""No effect text shown on card.""}"
2,2nd Edition,020,Great White,Creature,Epic,Beast,,FALSE,8,10,90,Chomp,4,+4,"This creature can only be summoned by placing ""Sharkling"" under this card on the field. If this card is removed from the field, changes control, or is killed, ""Sharkling"" follows it.","When a Sharkling feeds enough, it evolves into this killing machine. The Great White can even bite through steel. Nothing prepares a man for the cold, lifeless doll-eyes of this monster.",,Summon Requirement.,,,3,ATTACH_CARDS_UNDER_SOURCE; RETURN_LINKED_CARDS; VALIDATE_SUMMON_REQUIREMENT,FALSE,"{""cardNumber"": ""020"", ""cardName"": ""Great White"", ""generation"": ""2"", ""edition"": ""2nd Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""baseStats"": {""AL"": 8, ""SPD"": 10, ""HP"": 90, ""attackName"": ""Chomp"", ""attackDice"": 4, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature can only be summoned by placing \""Sharkling\"" under this card on the field. If this card is removed from the field, changes control, or is killed, \""Sharkling\"" follows it."", ""effects"": [{""id"": ""020-E01"", ""trigger"": ""SUMMON_REQUIREMENT"", ""condition"": {""type"": ""TEXT"", ""text"": ""Sharkling is on the field""}, ""actionType"": ""VALIDATE_SUMMON_REQUIREMENT"", ""effectGroup"": ""Summon Requirement"", ""actionText"": ""Require Sharkling as material"", ""target"": ""This card"", ""value"": ""Place Sharkling under this card on the field"", ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""reusableFunction"": ""validateSummonRequirement"", ""params"": {""target"": ""This card"", ""valueText"": ""Place Sharkling under this card on the field"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Sharkling is on the field""}, ""duration"": {""text"": ""Before summon"", ""type"": ""BEFORE_SUMMON""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""requiredMaterials"": [{""name"": ""Sharkling"", ""zone"": ""FIELD"", ""count"": 1}]}, ""notes"": ""Sharkling is moved under Great White as an attached material."", ""needsReview"": false}, {""id"": ""020-E02"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""Summon requirement paid""}, ""actionType"": ""ATTACH_CARDS_UNDER_SOURCE"", ""effectGroup"": ""Attachment/Linked Cards"", ""actionText"": ""Attach Sharkling under Great White"", ""target"": ""Sharkling"", ""value"": ""Attach under this card"", ""duration"": {""text"": ""While source remains linked"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""attachCardsUnderSource"", ""params"": {""target"": ""Sharkling"", ""valueText"": ""Attach under this card"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Summon requirement paid""}, ""duration"": {""text"": ""While source remains linked"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""attachNames"": [""Sharkling""]}, ""notes"": ""Attached Sharkling follows this card if removed, changed control, or killed."", ""needsReview"": false}, {""id"": ""020-E03"", ""trigger"": ""ON_SOURCE_INVALIDATED"", ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This card is removed from field, changes control, or is killed""}, ""actionType"": ""RETURN_LINKED_CARDS"", ""effectGroup"": ""Zone Movement"", ""actionText"": ""Move attached Sharkling with Great White"", ""target"": ""Attached Sharkling"", ""value"": ""Follow this card"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""returnLinkedCards"", ""params"": {""target"": ""Attached Sharkling"", ""valueText"": ""Follow this card"", ""statChanges"": [], ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This card is removed from field, changes control, or is killed""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Exact destination follows the source movement event."", ""needsReview"": false}], ""notes"": ""Summon Requirement.""}"
