Generation,Edition,Card Number,Card Name,Card Type,Rarity,Creature Type,Magic Type,Is Equip,Armor Level,Speed,Health Points,Attack Name,Attack Dice,Modifier,Extended Effect Description,Flavor Text,Image File Name,Notes,Magic Type Normalized,Magic Subtype,Is Field,Effect Count,Effect Types,Needs Manual Review,Is Bonus Card,Card Definition JSON
3,1st Edition,116,Strange Jewel,Magic,Common,,Infinite,TRUE,,,,,,,Hit: +2.,,,,INFINITE,EQUIP,FALSE,1,APPLY_STAT_MODIFIER,FALSE,FALSE,"{""cardNumber"": ""116"", ""cardName"": ""Strange Jewel"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Hit: +2."", ""effects"": [{""id"": ""116-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Hit: +2.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Equipped creature"", ""value"": ""Hit: +2."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Hit: +2."", ""statChanges"": [{""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 2}], ""condition"": {""type"": ""TEXT"", ""text"": ""Hit: +2.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
3,1st Edition,117,Soul Drain,Magic,Uncommon,,Infinite,TRUE,,,,,,,Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0.,,,,INFINITE,EQUIP,FALSE,1,APPLY_STAT_MODIFIER,TRUE,FALSE,"{""cardNumber"": ""117"", ""cardName"": ""Soul Drain"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Uncommon"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0."", ""effects"": [{""id"": ""117-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Equipped creature"", ""value"": ""Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": -1}, {""stat"": ""MODIFIER"", ""operation"": ""ADD"", ""value"": -1}], ""condition"": {""type"": ""TEXT"", ""text"": ""Atk Dice Rolls: -1. Modifier: -1. Atk Dice Rolls cannot be reduced to 0.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,118,Contaminate,Magic,Epic,,Infinite,TRUE,,,,,,,"Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it.",,,Attach transfers when equipped creature is killed by attack damage.,INFINITE,EQUIP,FALSE,1,APPLY_DAMAGE_OVER_TIME,TRUE,FALSE,"{""cardNumber"": ""118"", ""cardName"": ""Contaminate"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it."", ""effects"": [{""id"": ""118-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it.""}, ""actionType"": ""APPLY_DAMAGE_OVER_TIME"", ""effectGroup"": ""Damage Over Time"", ""actionText"": ""Apply recurring damage"", ""target"": ""Your primary creature"", ""value"": ""Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyDamageOverTime"", ""params"": {""target"": ""Your primary creature"", ""valueText"": ""Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Equip this card to your primary creature. Once per turn cycle the equipped creature receives 5 damage. When the equipped creature is killed by Atk damage, equip this card to the creature that killed it.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": ""DO_NOT_STACK"", ""tickTiming"": null}, ""notes"": ""Attach transfers when equipped creature is killed by attack damage."", ""needsReview"": true}], ""notes"": ""Attach transfers when equipped creature is killed by attack damage.""}"
3,1st Edition,119,Orgar,Creature,Epic,Humanoid,,FALSE,7,6,70,Pummel,4,4,Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures.,,,,,,FALSE,1,APPLY_STAT_MODIFIER,TRUE,FALSE,"{""cardNumber"": ""119"", ""cardName"": ""Orgar"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Humanoid"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 7, ""SPD"": 6, ""HP"": 70, ""attackName"": ""Pummel"", ""attackDice"": 4, ""modifier"": 4, ""baseHitDice"": 2}, ""rawEffectText"": ""Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures."", ""effects"": [{""id"": ""119-E01"", ""trigger"": ""DURING_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""This creature"", ""value"": ""Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures."", ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""This creature"", ""valueText"": ""Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": -2}], ""condition"": {""type"": ""TEXT"", ""text"": ""Apply the following to this card during battle: Atk Dice Rolls +2 against Humanoid-type creatures. Atk Dice Rolls -2 against Beast-type creatures.""}, ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,120,Ooze Weaver,Creature,Epic,Mechanical,,FALSE,2,8,30,Oozed,1,0,"When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.",,,Choice-based self-damage negation/replacement plus magic immunity.,,,FALSE,3,DAMAGE; PREVENT_DAMAGE; UNAFFECTED_BY_MAGIC,TRUE,FALSE,"{""cardNumber"": ""120"", ""cardName"": ""Ooze Weaver"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Mechanical"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 2, ""SPD"": 8, ""HP"": 30, ""attackName"": ""Oozed"", ""attackDice"": 1, ""modifier"": 0, ""baseHitDice"": 2}, ""rawEffectText"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""effects"": [{""id"": ""120-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.""}, ""actionType"": ""PREVENT_DAMAGE"", ""effectGroup"": ""Damage Prevention"", ""actionText"": ""Negate or prevent damage"", ""target"": ""Magic card(s) on the field"", ""value"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""preventDamage"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Choice-based self-damage negation/replacement plus magic immunity."", ""needsReview"": true}, {""id"": ""120-E02"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""Magic card(s) on the field"", ""value"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Choice-based self-damage negation/replacement plus magic immunity."", ""needsReview"": true}, {""id"": ""120-E03"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.""}, ""actionType"": ""UNAFFECTED_BY_MAGIC"", ""effectGroup"": ""Immunity"", ""actionText"": ""Apply immunity or unaffected state"", ""target"": ""Magic card(s) on the field"", ""value"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyImmunity"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When a magic card is played or this card would receive Atk damage, choose 1 of the following: Take 15 damage to negate the magic card. Take 10 damage to negate the Atk damage. This creature is unaffected by magic cards.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Choice-based self-damage negation/replacement plus magic immunity."", ""needsReview"": true}], ""notes"": ""Choice-based self-damage negation/replacement plus magic immunity.""}"
3,1st Edition,121,Ancient Sentinel,Creature,Rare,Mechanical,,FALSE,9,6,70,Iron Blow,3,0,This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat.,,,,,,FALSE,1,APPLY_STAT_MODIFIER,TRUE,FALSE,"{""cardNumber"": ""121"", ""cardName"": ""Ancient Sentinel"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Mechanical"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 9, ""SPD"": 6, ""HP"": 70, ""attackName"": ""Iron Blow"", ""attackDice"": 3, ""modifier"": 0, ""baseHitDice"": 2}, ""rawEffectText"": ""This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat."", ""effects"": [{""id"": ""121-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Opponent's primary creature"", ""value"": ""This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card’s Modifier is equal to your opponent’s current primary creature’s base SPD stat.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,122,Dart Frog,Creature,Rare,Beast,,FALSE,1,11,30,Tongue Snap,1,0,"If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn.",,,,,,FALSE,1,DAMAGE,TRUE,FALSE,"{""cardNumber"": ""122"", ""cardName"": ""Dart Frog"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 1, ""SPD"": 11, ""HP"": 30, ""attackName"": ""Tongue Snap"", ""attackDice"": 1, ""modifier"": 0, ""baseHitDice"": 2}, ""rawEffectText"": ""If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn."", ""effects"": [{""id"": ""122-E01"", ""trigger"": ""WHEN_THIS_CREATURE_KILLED"", ""condition"": {""type"": ""TEXT"", ""text"": ""If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""Equipped creature"", ""value"": ""If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""If this card is killed by a creature that is not holding a weapon, equip it to that creature as an Infinite equip magic card. The equipped creature receives 5 damage at the end of your turn.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": ""END_OF_TURN""}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,123,Ashen Knight,Creature,Legendary,Humanoid,,FALSE,10,10,80,Trample,3,3,"While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3.",,,,,,FALSE,1,APPLY_STAT_MODIFIER,TRUE,FALSE,"{""cardNumber"": ""123"", ""cardName"": ""Ashen Knight"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Legendary"", ""creatureType"": ""Humanoid"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 10, ""SPD"": 10, ""HP"": 80, ""attackName"": ""Trample"", ""attackDice"": 3, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": ""While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3."", ""effects"": [{""id"": ""123-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""This creature"", ""value"": ""While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""This creature"", ""valueText"": ""While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3."", ""statChanges"": [{""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 10}, {""stat"": ""HIT_BONUS"", ""operation"": ""ADD"", ""value"": 10}, {""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 3}], ""condition"": {""type"": ""TEXT"", ""text"": ""While this creature is below 40 HP, it gains Atk: +10. Hit: +10. AL: +2. SPD: +3.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,124,Titan’s Amulet,Magic,Common,,Standard,TRUE,,,,,,,Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.,,,,STANDARD,EQUIP,FALSE,2,APPLY_STAT_MODIFIER; DAMAGE,TRUE,FALSE,"{""cardNumber"": ""124"", ""cardName"": ""Titan’s Amulet"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10."", ""effects"": [{""id"": ""124-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""Your primary creature"", ""value"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10."", ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""Your primary creature"", ""valueText"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}, {""id"": ""124-E02"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Your primary creature"", ""value"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10."", ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Your primary creature"", ""valueText"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10."", ""statChanges"": [{""stat"": ""MODIFIER"", ""operation"": ""ADD"", ""value"": 10}], ""condition"": {""type"": ""TEXT"", ""text"": ""Inflict 10 damage to your primary creature. For 1 turn cycle add Modifier: +10.""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,125,Gaseous Horror,Creature,Epic,Demon,,FALSE,1,1,50,Poisoned Gas,2,1,"When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it.",,,,,,FALSE,1,DAMAGE,TRUE,FALSE,"{""cardNumber"": ""125"", ""cardName"": ""Gaseous Horror"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Demon"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 1, ""SPD"": 1, ""HP"": 50, ""attackName"": ""Poisoned Gas"", ""attackDice"": 2, ""modifier"": 1, ""baseHitDice"": 2}, ""rawEffectText"": ""When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it."", ""effects"": [{""id"": ""125-E01"", ""trigger"": ""WHEN_THIS_CREATURE_IS_HIT"", ""condition"": {""type"": ""TEXT"", ""text"": ""When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When this creature is hit, the attacking creature receives 5 damage. If this card is killed in battle, inflict 10 damage to the creature that killed it.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""INSTANT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
